,State,Gender,Specialty
23091,WA,F,Nurse Practitioner
23092,FL,F,Nurse Practitioner
23093,TX,M,Nephrology
23094,NJ,M,Dentist
23095,NJ,F,Physician Assistant
23096,NY,M,Dentist
23097,TX,F,Nurse Practitioner
23098,TX,M,Dentist
23099,OR,M,Psychiatry
23100,FL,M,Optometry
23101,PA,M,Optometry
23102,KY,F,Family Practice
23103,CA,F,Physician Assistant
23104,CA,F,Physician Assistant
23105,NY,M,Dentist
23106,CA,F,Nurse Practitioner
23107,OH,F,Family Practice
23108,MN,F,Family Practice
23109,NY,M,Pulmonary Disease
23110,TX,M,Family Practice
23111,MO,M,Orthopedic Surgery
23112,MD,F,Nurse Practitioner
23113,CA,M,Maxillofacial Surgery
23114,IL,M,Obstetrics/Gynecology
23115,FL,F,Nurse Practitioner
23116,NJ,F,Nurse Practitioner
23117,MD,F,Student in an Organized Health Care Education/Training Program
23118,CA,M,Internal Medicine
23119,GA,M,Optometry
23120,IL,F,Nurse Practitioner
23121,AZ,F,Family Practice
23122,NC,F,Dentist
23123,MD,M,Cardiology
23124,FL,F,Neurology
23125,MN,M,Cardiology
23126,MD,F,Nurse Practitioner
23127,NJ,F,Internal Medicine
23128,IL,M,Emergency Medicine
23129,VA,F,Nurse Practitioner
23130,FL,M,Internal Medicine
23131,CA,F,Optometry
23132,FL,M,Urology
23133,CA,F,Family Practice
23134,PR,M,General Practice
23135,WV,M,Family Practice
23136,PR,F,Nephrology
23137,WI,F,Internal Medicine
23138,NC,M,Internal Medicine
23139,NJ,F,General Surgery
23140,NY,M,Neurology
23141,NY,M,Physician Assistant
23142,MO,M,Family Practice
23143,TX,F,Nurse Practitioner
23144,TN,M,Hematology/Oncology
23145,NY,M,Internal Medicine
23146,CA,M,Anesthesiology
23147,NY,M,Internal Medicine
23148,GA,M,Optometry
23149,KY,M,Obstetrics/Gynecology
23150,FL,F,Dermatology
23151,FL,F,Optometry
23152,MI,F,Physical Medicine and Rehabilitation
23153,CA,F,Obstetrics/Gynecology
23154,FL,M,Infectious Disease
23155,LA,F,Physician Assistant
23156,CA,M,Cardiology
23157,MS,M,General Practice
23158,MI,F,Nurse Practitioner
23159,IL,M,Internal Medicine
23160,CA,F,Nurse Practitioner
23161,MI,M,Dentist
23162,AZ,F,Family Practice
23163,CA,M,Orthopedic Surgery
23164,PA,F,Student in an Organized Health Care Education/Training Program
23165,TX,M,Ophthalmology
23166,IN,M,Family Practice
23167,FL,F,Nurse Practitioner
23168,GA,F,Obstetrics/Gynecology
23169,NJ,M,Obstetrics/Gynecology
23170,NC,M,Otolaryngology
23171,IL,F,Family Practice
23172,MD,F,Physician Assistant
23173,KS,M,Sleep Medicine
23174,NC,M,Internal Medicine
23175,PA,M,Hematology/Oncology
23176,AR,M,General Surgery
23177,MS,M,Internal Medicine
23178,TN,M,Thoracic Surgery
23179,FL,M,Pulmonary Disease
23180,CA,M,Gastroenterology
23181,PA,F,Cardiology
23182,AZ,M,Nurse Practitioner
23183,FL,M,Emergency Medicine
23184,MS,F,Emergency Medicine
23185,WA,M,Podiatry
23186,GA,M,Diagnostic Radiology
23187,UT,M,Plastic and Reconstructive Surgery
23188,IL,F,Optometry
23189,NC,F,Physician Assistant
23190,VA,M,Hematology/Oncology
23191,NY,F,Student in an Organized Health Care Education/Training Program
23192,FL,F,Physician Assistant
23193,IL,F,Dentist
23194,MD,M,Internal Medicine
23195,IL,F,Nurse Practitioner
23196,OH,M,Family Practice
23197,WA,M,Family Practice
23198,ME,M,Podiatry
23199,TN,M,Family Practice
23200,PA,M,Physical Medicine and Rehabilitation
23201,CO,M,Emergency Medicine
23202,CA,M,Psychiatry
23203,MO,M,General Surgery
23204,AL,F,Dentist
23205,CA,M,Psychiatry
23206,AL,M,Student in an Organized Health Care Education/Training Program
23207,WA,M,Family Practice
23208,AL,M,Internal Medicine
23209,VA,M,Family Practice
23210,MA,M,Family Practice
23211,OH,F,Podiatry
23212,NY,M,Nurse Practitioner
23213,CA,M,Internal Medicine
23214,NY,M,Urology
23215,PA,M,Dentist
23216,WV,M,Student in an Organized Health Care Education/Training Program
23217,AZ,F,Internal Medicine
23218,MA,M,General Surgery
23219,NC,M,Family Practice
23220,NC,M,Family Practice
23221,TN,M,Gastroenterology
23222,TX,M,Internal Medicine
23223,IL,M,Family Practice
23224,NY,F,Physician Assistant
23225,MI,M,Pediatric Medicine
23226,CA,M,Psychiatry
23227,SC,M,Cardiology
23228,NY,F,Nurse Practitioner
23229,WY,M,Physician Assistant
23230,PA,M,Pain Management
23231,WA,F,Nurse Practitioner
23232,TX,M,Dentist
23233,MI,M,Internal Medicine
23234,MN,F,Internal Medicine
23235,VI,F,Internal Medicine
23236,PA,F,Nurse Practitioner
23237,PA,F,Neurology
23238,NY,F,Psychiatry
23239,OH,M,Family Practice
23240,CA,M,Physical Medicine and Rehabilitation
23241,WA,F,Orthopedic Surgery
23242,TX,F,Family Practice
23243,OH,M,Orthopedic Surgery
23244,TX,M,Internal Medicine
23245,AR,M,Optometry
23246,FL,F,Nurse Practitioner
23247,MN,M,Internal Medicine
23248,PA,M,Psychiatry
23249,NC,F,Nurse Practitioner
23250,CA,M,General Surgery
23251,IN,M,Dentist
23252,MD,M,Gastroenterology
23253,VA,F,Family Practice
23254,WI,F,Nurse Practitioner
23255,FL,M,Family Practice
23256,IL,F,Physician Assistant
23257,VA,F,Nurse Practitioner
23258,NY,M,Behavioral Analyst
23259,VA,F,Physician Assistant
23260,PA,F,Physician Assistant
23261,NY,F,Anesthesiology
23262,IL,M,Neurosurgery
23263,NY,F,Dermatology
23264,CA,F,Dentist
23265,CA,M,Dentist
23266,KY,M,Obstetrics/Gynecology
23267,NY,F,Nurse Practitioner
23268,PA,M,Family Practice
23269,MA,M,Cardiology
23270,NY,F,Nurse Practitioner
23271,LA,M,Dentist
23272,VA,M,Cardiology
23273,NY,M,Hematology/Oncology
23274,FL,M,Infectious Disease
23275,NC,M,Emergency Medicine
23276,CA,M,Gastroenterology
23277,TN,M,General Surgery
23278,ID,M,Dentist
23279,NJ,F,Psychiatry & Neurology
23280,PA,F,Physician Assistant
23281,AZ,M,Internal Medicine
23282,KY,M,Dentist
23283,AL,M,Specialist
23284,PA,F,Student in an Organized Health Care Education/Training Program
23285,MO,F,Obstetrics/Gynecology
23286,OK,M,Family Practice
23287,TX,M,Plastic and Reconstructive Surgery
23288,MT,M,Plastic and Reconstructive Surgery
23289,NY,M,Psychiatry & Neurology
23290,MN,M,Gastroenterology
23291,IA,M,Gastroenterology
23292,CA,M,Family Practice
23293,LA,F,Nurse Practitioner
23294,NY,M,Dentist
23295,WI,M,Gastroenterology
23296,OH,M,Dentist
23297,OH,M,Orthopedic Surgery
23298,PA,M,Dentist
23299,NY,F,Pediatric Medicine
23300,CT,M,Gynecological/Oncology
23301,NM,M,General Surgery
23302,WA,F,Physician Assistant
23303,CA,F,Cardiology
23304,SC,F,Nurse Practitioner
23305,OH,M,Internal Medicine
23306,VA,M,Family Practice
23307,KY,M,General Surgery
23308,TX,M,Ophthalmology
23309,CT,M,Internal Medicine
23310,OK,F,Optometry
23311,FL,M,Optometry
23312,FL,M,Dentist
23313,OK,M,Emergency Medicine
23314,OR,F,Physician Assistant
23315,CA,F,Physician Assistant
23316,PA,F,Internal Medicine
23317,VA,F,Nurse Practitioner
23318,UT,M,General Surgery
23319,AL,M,Dentist
23320,PA,F,Optometry
23321,NY,F,Nurse Practitioner
23322,NY,M,Physician Assistant
23323,TX,M,Family Practice
23324,AZ,F,Nurse Practitioner
23325,NJ,M,Emergency Medicine
23326,CA,F,Internal Medicine
23327,MA,F,Physician Assistant
23328,FL,F,Nurse Practitioner
23329,FL,F,Dentist
23330,PA,M,Radiation Oncology
23331,CO,F,Nurse Practitioner
23332,KS,F,Internal Medicine
23333,MI,M,Family Practice
23334,OH,F,Psychiatry
23335,AL,M,Family Practice
23336,CO,F,Physician Assistant
23337,MI,F,Nurse Practitioner
23338,WI,M,Dentist
23339,SD,F,Obstetrics/Gynecology
23340,IN,M,Otolaryngology
23341,IA,M,Optometry
23342,MO,F,Nurse Practitioner
23343,MA,M,Dentist
23344,IL,F,Family Practice
23345,FL,M,Orthopedic Surgery
23346,IL,M,Dentist
23347,NY,M,Dentist
23348,PA,F,Nephrology
23349,UT,F,Internal Medicine
23350,NY,M,Internal Medicine
23351,CA,M,Internal Medicine
23352,GA,M,Urology
23353,KY,F,Family Practice
23354,IA,M,Emergency Medicine
23355,CA,M,Oral Surgery (dentists only)
23356,NY,F,Family Practice
23357,IN,F,Optometry
23358,OH,F,Family Practice
23359,MD,F,Physician Assistant
23360,IL,F,Internal Medicine
23361,LA,M,Family Practice
23362,ME,F,Nurse Practitioner
23363,MA,M,Gastroenterology
23364,CA,F,Internal Medicine
23365,MA,M,Psychiatry
23366,VA,M,Dentist
23367,FL,M,Nurse Practitioner
23368,CT,M,Dentist
23369,NY,F,Physician Assistant
23370,WV,M,Gastroenterology
23371,OK,M,General Surgery
23372,SC,F,Nurse Practitioner
23373,NC,F,Physician Assistant
23374,SD,F,Dentist
23375,AR,M,Family Practice
23376,NY,F,Physician Assistant
23377,NY,F,Student in an Organized Health Care Education/Training Program
23378,AL,M,Obstetrics/Gynecology
23379,NC,M,Specialist
23380,MO,F,Nurse Practitioner
23381,WA,F,Family Practice
23382,SC,M,Internal Medicine
23383,CA,M,Family Practice
23384,TX,M,Ophthalmology
23385,NY,F,Neurology
23386,PA,M,Gastroenterology
23387,PA,F,Dermatology
23388,TN,M,Pediatric Medicine
23389,KY,M,Urology
23390,SC,M,Family Practice
23391,CA,M,Ophthalmology
23392,CA,M,Family Practice
23393,AL,M,Emergency Medicine
23394,GA,M,Neurology
23395,NC,M,Interventional Pain Management
23396,NV,F,Dentist
23397,TX,M,Emergency Medicine
23398,FL,M,General Practice
23399,MO,M,General Surgery
23400,NY,M,Colorectal Surgery (formerly proctology)
23401,CA,M,Orthopedic Surgery
23402,IL,M,Anesthesiology
23403,CA,M,Internal Medicine
23404,TX,F,Dentist
23405,MI,M,Family Practice
23406,CA,F,Nurse Practitioner
23407,WA,M,Otolaryngology
23408,FL,M,Anesthesiology
23409,NJ,F,Nurse Practitioner
23410,MI,F,Family Practice
23411,TX,F,Surgical Oncology
23412,KY,M,Family Practice
23413,TX,F,Family Practice
23414,NY,M,Gastroenterology
23415,PA,M,Dentist
23416,LA,M,Internal Medicine
23417,NJ,M,Emergency Medicine
23418,IL,F,Nurse Practitioner
23419,OH,F,Nurse Practitioner
23420,CA,F,Physician Assistant
23421,KS,F,Dentist
23422,PA,M,Internal Medicine
23423,IL,M,Dermatology
23424,PA,M,Pulmonary Disease
23425,IL,F,Internal Medicine
23426,GA,M,Ophthalmology
23427,KS,M,Dentist
23428,TX,F,Physician Assistant
23429,MD,F,Emergency Medicine
23430,MS,M,Optometry
23431,NY,F,Certified Nurse Midwife
23432,MO,F,Internal Medicine
23433,PA,F,Gastroenterology
23434,NC,M,General Surgery
23435,FL,F,Family Practice
23436,CA,M,Gastroenterology
23437,SC,M,Nephrology
23438,CA,M,Dentist
23439,NJ,M,Dentist
23440,UT,M,Family Practice
23441,TX,M,Dentist
23442,AZ,M,Emergency Medicine
23443,IN,F,Dentist
23444,TN,F,Nurse Practitioner
23445,OH,F,Anesthesiology
23446,MD,F,Internal Medicine
23447,MI,F,Nurse Practitioner
23448,MO,M,Dentist
23449,AR,M,Family Practice
23450,MA,F,Internal Medicine
23451,MA,F,Certified Clinical Nurse Specialist
23452,PA,F,Physician Assistant
23453,CA,M,Internal Medicine
23454,IL,F,Nurse Practitioner
23455,WI,M,Family Practice
23456,NC,F,Family Practice
23457,AR,F,Nurse Practitioner
23458,CA,F,Nurse Practitioner
23459,PA,F,Nurse Practitioner
23460,MI,M,General Surgery
23461,DC,M,Internal Medicine
23462,CO,F,Nurse Practitioner
23463,CA,F,Physician Assistant
23464,KY,M,Psychiatry
23465,TX,F,Physician Assistant
23466,NC,M,Otolaryngology
23467,PA,F,Physician Assistant
23468,MD,F,Nurse Practitioner
23469,TX,F,Psychiatry
23470,CA,M,Physician Assistant
23471,ME,M,Family Practice
23472,TX,F,Registered Nurse
23473,IN,M,Dentist
23474,NH,M,Psychiatry
23475,CA,F,Nurse Practitioner
23476,FL,M,Dentist
23477,GA,M,Family Practice
23478,MA,M,Internal Medicine
23479,CA,F,Emergency Medicine
23480,CA,M,Physical Medicine and Rehabilitation
23481,CA,F,Physician Assistant
23482,NC,F,Nurse Practitioner
23483,IN,M,Family Practice
23484,NC,M,Internal Medicine
23485,WI,M,Optometry
23486,IN,M,Interventional Pain Management
23487,CT,F,Psychiatry
23488,VA,M,Internal Medicine
23489,NY,M,Family Practice
23490,OH,F,Family Practice
23491,MI,M,Optometry
23492,FL,M,Ophthalmology
23493,AZ,M,Psychiatry
23494,MO,M,Optometry
23495,CA,M,Neurosurgery
23496,NC,M,Physical Medicine and Rehabilitation
23497,MI,M,Podiatry
23498,CA,M,Surgical Oncology
23499,CA,M,Ophthalmology
23500,FL,F,Hematology/Oncology
23501,GA,M,Internal Medicine
23502,PA,M,Podiatry
23503,WA,M,Ophthalmology
23504,KS,M,Physician Assistant
23505,AZ,F,Nurse Practitioner
23506,CA,F,Gastroenterology
23507,TX,F,Family Practice
23508,NC,F,Nurse Practitioner
23509,PA,F,Student in an Organized Health Care Education/Training Program
23510,VA,F,Obstetrics/Gynecology
23511,WV,F,Physician Assistant
23512,NJ,M,Dentist
23513,VA,M,Emergency Medicine
23514,CA,M,Family Practice
23515,NY,M,Gastroenterology
23516,WI,M,Infectious Disease
23517,WA,M,Emergency Medicine
23518,TX,F,Optometry
23519,KY,M,Cardiology
23520,KS,F,Physician Assistant
23521,OH,M,Neurosurgery
23522,TN,F,Obstetrics/Gynecology
23523,MA,M,Family Practice
23524,TX,M,Optometry
23525,AZ,M,Internal Medicine
23526,IA,M,Family Practice
23527,WA,F,Nurse Practitioner
23528,RI,F,Dentist
23529,OH,M,Family Practice
23530,MO,F,Emergency Medicine
23531,OH,M,Student in an Organized Health Care Education/Training Program
23532,MI,M,Hand Surgery
23533,MT,M,Plastic and Reconstructive Surgery
23534,NY,M,General Surgery
23535,NY,M,Orthopedic Surgery
23536,CA,M,Internal Medicine
23537,CO,F,Internal Medicine
23538,MT,M,Dentist
23539,AL,M,Internal Medicine
23540,OH,F,Nurse Practitioner
23541,UT,M,Emergency Medicine
23542,NY,M,Gastroenterology
23543,MD,M,Otolaryngology
23544,FL,M,Pathology
23545,TX,M,Internal Medicine
23546,MO,F,Emergency Medicine
23547,CA,F,Dermatology
23548,IL,M,Dentist
23549,CT,M,Dentist
23550,KY,F,Nurse Practitioner
23551,FL,M,Oral Surgery (dentists only)
23552,MI,F,Emergency Medicine
23553,TX,F,Nurse Practitioner
23554,OH,M,Endocrinology
23555,CA,F,Dentist
23556,PA,M,Ophthalmology
23557,NM,F,Optometry
23558,NE,M,Physician Assistant
23559,CA,F,Physician Assistant
23560,OH,M,Otolaryngology
23561,CA,M,Student in an Organized Health Care Education/Training Program
23562,PA,F,Obstetrics/Gynecology
23563,NY,M,Internal Medicine
23564,CA,M,Dentist
23565,GA,M,Ophthalmology
23566,NC,F,Nurse Practitioner
23567,NC,F,Nurse Practitioner
23568,OK,F,Nurse Practitioner
23569,LA,M,Internal Medicine
23570,FL,M,Psychiatry
23571,CA,F,Psychiatry & Neurology
23572,MI,M,Student in an Organized Health Care Education/Training Program
23573,KS,M,Hematology/Oncology
23574,CA,M,Dentist
23575,MD,M,Physical Medicine and Rehabilitation
23576,VA,M,Physician Assistant
23577,TX,M,Internal Medicine
23578,CA,F,Psychiatry
23579,WI,F,Family Practice
23580,WA,M,Neurology
23581,IN,M,Cardiology
23582,IN,F,Internal Medicine
23583,GA,F,Psychiatry
23584,IA,M,Family Practice
23585,ID,M,Physician Assistant
23586,WA,M,Dentist
23587,SC,M,Internal Medicine
23588,NY,M,Internal Medicine
23589,CO,F,Family Practice
23590,PA,M,Internal Medicine
23591,MN,F,Dentist
23592,NY,M,Pulmonary Disease
23593,WY,M,Dentist
23594,OH,M,Podiatry
23595,WI,F,Nurse Practitioner
23596,OH,F,Nurse Practitioner
23597,TX,F,Podiatry
23598,TX,M,Internal Medicine
23599,TX,M,Physician Assistant
23600,TX,F,Pediatric Medicine
23601,CA,M,Emergency Medicine
23602,IL,M,Family Practice
23603,WA,F,Family Practice
23604,PA,F,Allergy/Immunology
23605,MA,F,Neuropsychiatry
23606,IN,M,Otolaryngology
23607,MO,F,Endocrinology
23608,TX,M,Ophthalmology
23609,IN,M,Cardiology
23610,ME,M,Family Practice
23611,WV,M,Podiatry
23612,CA,M,Internal Medicine
23613,TX,M,Emergency Medicine
23614,OH,F,Physician Assistant
23615,NY,M,Psychiatry
23616,WI,F,Physician Assistant
23617,NJ,M,Family Practice
23618,SC,M,Family Practice
23619,OH,M,Dentist
23620,NC,F,Nurse Practitioner
23621,NY,F,Physician Assistant
23622,WI,F,Nurse Practitioner
23623,ME,F,Family Practice
23624,NJ,M,Internal Medicine
23625,FL,M,Family Practice
23626,AL,F,Dentist
23627,FL,M,Dermatology
23628,NY,M,Internal Medicine
23629,WI,M,Physician Assistant
23630,FL,M,Cardiology
23631,CT,M,Dentist
23632,WI,F,Nurse Practitioner
23633,MN,F,Physician Assistant
23634,VA,M,Emergency Medicine
23635,OH,M,Emergency Medicine
23636,HI,M,Internal Medicine
23637,MI,F,Obstetrics/Gynecology
23638,SC,M,Dentist
23639,NY,M,Nephrology
23640,WI,M,Dentist
23641,NY,M,Internal Medicine
23642,NM,M,Emergency Medicine
23643,NC,M,Psychiatry & Neurology
23644,MI,M,Thoracic Surgery
23645,NH,M,Psychiatry
23646,IN,M,Podiatry
23647,NV,F,Specialist
23648,NC,M,Radiation Oncology
23649,MN,M,General Surgery
23650,OH,M,Emergency Medicine
23651,PA,M,Family Practice
23652,MA,F,Family Practice
23653,GA,M,Physician Assistant
23654,MA,F,Internal Medicine
23655,MI,M,Family Practice
23656,FL,F,Physician Assistant
23657,TX,M,Internal Medicine
23658,NC,M,Dentist
23659,IN,F,Nurse Practitioner
23660,MA,F,Nurse Practitioner
23661,FL,F,Family Practice
23662,NJ,F,Dentist
23663,AR,F,Optometry
23664,IL,M,Obstetrics/Gynecology
23665,NY,M,Psychiatry
23666,CA,F,Family Practice
23667,MA,F,Certified Clinical Nurse Specialist
23668,VT,M,Internal Medicine
23669,MI,F,Dentist
23670,OH,F,Nurse Practitioner
23671,VA,F,Physician Assistant
23672,CA,F,Dentist
23673,NC,F,Podiatry
23674,TX,M,Family Practice
23675,OH,F,Obstetrics/Gynecology
23676,KS,M,Nephrology
23677,KS,M,Cardiology
23678,IN,M,Family Practice
23679,WA,M,Optometry
23680,MO,M,Medical Oncology
23681,AZ,M,Dentist
23682,FL,F,Podiatry
23683,CA,M,Gastroenterology
23684,CT,M,Nurse Practitioner
23685,VA,F,Family Practice
23686,OH,M,Dentist
23687,IL,F,Nurse Practitioner
23688,TN,M,Family Practice
23689,OR,F,Internal Medicine
23690,NY,F,Dentist
23691,WV,F,Student in an Organized Health Care Education/Training Program
23692,NC,M,Family Practice
23693,CO,M,Hematology/Oncology
23694,ME,M,Ophthalmology
23695,TN,M,Dentist
23696,TN,M,Orthopedic Surgery
23697,PA,M,General Surgery
23698,FL,F,Gastroenterology
23699,AL,M,Dentist
23700,VA,M,Emergency Medicine
23701,CA,F,Physician Assistant
23702,CA,F,Podiatry
23703,IL,M,General Surgery
23704,IL,F,Physician Assistant
23705,FL,M,Medical Oncology
23706,AZ,M,Family Practice
23707,NJ,F,Neurology
23708,IA,M,Internal Medicine
23709,TX,M,Neurology
23710,CA,F,Dentist
23711,AR,M,Family Practice
23712,OR,F,Internal Medicine
23713,IA,F,Dermatology
23714,OH,F,Physician Assistant
23715,MO,F,Endocrinology
23716,KY,M,Optometry
23717,PR,M,Cardiology
23718,WV,M,Family Practice
23719,FL,M,Infectious Disease
23720,IL,F,Dentist
23721,FL,M,Hematology/Oncology
23722,CA,M,Pulmonary Disease
23723,LA,M,Emergency Medicine
23724,NY,M,Preventive Medicine
23725,TX,M,Family Practice
23726,IN,F,Dentist
23727,MA,M,Psychiatry
23728,CA,M,Dentist
23729,FL,M,Podiatry
23730,TN,M,Family Practice
23731,MI,M,Family Practice
23732,MN,F,Hospice and Palliative Care
23733,CA,M,Internal Medicine
23734,CO,M,Hematology/Oncology
23735,MN,F,Internal Medicine
23736,AZ,M,Orthopedic Surgery
23737,VA,M,Family Practice
23738,NJ,M,Dentist
23739,NY,M,Dentist
23740,NY,F,Emergency Medicine
23741,OH,F,Emergency Medicine
23742,MO,F,Nurse Practitioner
23743,MO,M,Maxillofacial Surgery
23744,FL,M,Optometry
23745,FL,F,Physician Assistant
23746,MD,M,Internal Medicine
23747,PA,M,Family Practice
23748,NJ,M,Dentist
23749,OH,M,Internal Medicine
23750,MT,M,Optometry
23751,OH,F,Student in an Organized Health Care Education/Training Program
23752,MT,F,Optometry
23753,SC,F,Optometry
23754,CT,M,Neurology
23755,NM,M,Internal Medicine
23756,NY,F,Family Practice
23757,MO,M,Neurology
23758,CA,F,Nurse Practitioner
23759,FL,M,Dentist
23760,MA,F,Emergency Medicine
23761,TX,M,Dentist
23762,NY,M,Internal Medicine
23763,CA,M,Orthopedic Surgery
23764,AZ,F,Dentist
23765,NC,F,Psychiatry
23766,FL,F,Physical Medicine and Rehabilitation
23767,NJ,F,Dentist
23768,GA,M,Internal Medicine
23769,CA,F,Physician Assistant
23770,MI,F,Internal Medicine
23771,AZ,F,Internal Medicine
23772,AZ,F,Osteopathic Manipulative Medicine
23773,CA,F,Physician Assistant
23774,WA,F,Nurse Practitioner
23775,SC,M,Emergency Medicine
23776,TX,M,Obstetrics/Gynecology
23777,NE,F,Nurse Practitioner
23778,KY,F,Nurse Practitioner
23779,TX,F,Psychiatry & Neurology
23780,NY,F,Nurse Practitioner
23781,NY,M,Psychiatry & Neurology
23782,GA,F,Obstetrics/Gynecology
23783,TX,M,Allergy/Immunology
23784,CO,F,Nurse Practitioner
23785,AZ,M,Internal Medicine
23786,IA,F,Physician Assistant
23787,PA,M,Family Practice
23788,AZ,F,Physician Assistant
23789,IN,M,Emergency Medicine
23790,MA,F,Physician Assistant
23791,FL,M,Pulmonary Disease
23792,NJ,F,Dentist
23793,NJ,M,Pulmonary Disease
23794,CA,M,Family Practice
23795,MD,F,General Practice
23796,NJ,F,Nurse Practitioner
23797,TX,M,Psychiatry & Neurology
23798,TN,F,Obstetrics/Gynecology
23799,IA,F,Family Practice
23800,TX,M,Psychiatry
23801,IL,F,Internal Medicine
23802,IL,M,Dentist
23803,DC,M,Podiatry
23804,NY,F,Emergency Medicine
23805,MA,F,Nurse Practitioner
23806,PA,M,Obstetrics/Gynecology
23807,IN,M,Dentist
23808,AL,F,General Surgery
23809,NJ,M,Dentist
23810,NC,M,Physical Medicine and Rehabilitation
23811,TN,M,Family Practice
23812,FL,M,Oral Surgery (dentists only)
23813,PA,M,Dentist
23814,AZ,M,Internal Medicine
23815,TN,M,Family Practice
23816,IL,F,Nurse Practitioner
23817,NV,M,Physical Medicine and Rehabilitation
23818,OH,M,Ophthalmology
23819,SD,M,Physician Assistant
23820,KY,M,Family Practice
23821,NV,M,Family Practice
23822,CT,F,Hematology/Oncology
23823,IN,M,Pain Management
23824,IL,M,Neurology
23825,FL,F,Nurse Practitioner
23826,MA,F,Physician Assistant
23827,MI,M,Neurology
23828,IL,M,Internal Medicine
23829,CA,M,Specialist
23830,NJ,M,Internal Medicine
23831,TX,M,Dentist
23832,IA,M,Family Practice
23833,RI,M,Internal Medicine
23834,NY,F,Geriatric Medicine
23835,IN,M,Ophthalmology
23836,NY,F,Nurse Practitioner
23837,CA,M,Podiatry
23838,TX,M,Optometry
23839,CA,M,Plastic Surgery
23840,IL,F,Nurse Practitioner
23841,AL,F,Optometry
23842,CA,M,Emergency Medicine
23843,TX,M,Orthopedic Surgery
23844,IN,F,Nurse Practitioner
23845,NY,M,Internal Medicine
23846,NH,F,Physician Assistant
23847,SC,M,Student in an Organized Health Care Education/Training Program
23848,WA,F,Nurse Practitioner
23849,SC,M,Family Practice
23850,WI,F,Nurse Practitioner
23851,IL,F,Psychiatry
23852,MO,M,Infectious Disease
23853,MA,M,Plastic and Reconstructive Surgery
23854,CA,F,Family Practice
23855,KY,F,Nurse Practitioner
23856,IL,M,Orthopedic Surgery
23857,FL,M,Rheumatology
23858,VA,M,Family Practice
23859,MD,M,Pulmonary Disease
23860,WI,M,Obstetrics/Gynecology
23861,TX,M,Podiatry
23862,WA,M,Family Practice
23863,AR,M,Physical Medicine and Rehabilitation
23864,MI,M,Dentist
23865,CA,F,Hematology/Oncology
23866,AZ,M,Dentist
23867,CO,M,Physician Assistant
23868,NJ,F,Rheumatology
23869,DE,M,Pain Management
23870,CA,F,Neuropsychiatry
23871,VA,M,Family Practice
23872,MA,F,Internal Medicine
23873,WA,F,Nurse Practitioner
23874,CA,M,Internal Medicine
23875,IN,F,Nurse Practitioner
23876,PA,F,Nurse Practitioner
23877,TX,M,Optometry
23878,MI,M,General Surgery
23879,KS,F,Nurse Practitioner
23880,MI,M,Internal Medicine
23881,GA,F,Dentist
23882,CA,F,Psychiatry
23883,FL,M,Internal Medicine
23884,WI,F,Nurse Practitioner
23885,NJ,M,Cardiology
23886,TX,F,Nephrology
23887,IN,M,Emergency Medicine
23888,NJ,F,Nurse Practitioner
23889,CO,M,Psychiatry
23890,NC,M,Psychiatry
23891,PA,F,Physician Assistant
23892,TX,F,Nurse Practitioner
23893,OH,F,Physician Assistant
23894,ND,F,Ophthalmology
23895,FL,M,Dentist
23896,FL,M,Emergency Medicine
23897,SC,F,Nurse Practitioner
23898,CO,F,Gastroenterology
23899,PA,M,Optometry
23900,FL,M,Dentist
23901,CA,F,Physician Assistant
23902,IL,M,Student in an Organized Health Care Education/Training Program
23903,GA,M,Dentist
23904,IN,M,Dentist
23905,CA,M,Urology
23906,NJ,M,Pain Management
23907,SD,F,Nurse Practitioner
23908,MA,M,Ophthalmology
23909,OH,F,Nurse Practitioner
23910,MI,F,Internal Medicine
23911,IA,M,Podiatry
23912,TX,M,Family Practice
23913,NJ,F,Obstetrics/Gynecology
23914,UT,M,Hematology/Oncology
23915,CA,M,Physician Assistant
23916,CA,F,Nurse Practitioner
23917,MA,M,Ophthalmology
23918,OH,M,Family Practice
23919,CO,M,Obstetrics/Gynecology
23920,VT,M,Allergy/Immunology
23921,OH,M,Dentist
23922,NY,F,Endocrinology
23923,CA,M,Dentist
23924,NC,F,Neurology
23925,WI,F,Physical Medicine and Rehabilitation
23926,MN,M,Ophthalmology
23927,OH,F,Optometry
23928,NE,M,General Surgery
23929,IN,M,Family Practice
23930,IN,M,Hematology/Oncology
23931,AL,F,Family Practice
23932,CA,F,Student in an Organized Health Care Education/Training Program
23933,MN,M,Diagnostic Radiology
23934,NJ,M,Plastic and Reconstructive Surgery
23935,CA,M,Internal Medicine
23936,NY,M,Internal Medicine
23937,WV,M,Dentist
23938,FL,M,Family Practice
23939,MO,F,Physician Assistant
23940,FL,M,Internal Medicine
23941,CA,M,Gastroenterology
23942,CA,M,Physician Assistant
23943,CT,F,Internal Medicine
23944,IL,M,Vascular Surgery
23945,CA,M,Neurology
23946,WA,M,Family Practice
23947,IL,M,Internal Medicine
23948,NY,M,Psychiatry
23949,CA,M,Dentist
23950,PR,M,Student in an Organized Health Care Education/Training Program
23951,TX,M,Dentist
23952,CA,M,Family Practice
23953,NY,M,Psychiatry & Neurology
23954,NV,M,Emergency Medicine
23955,OH,M,Internal Medicine
23956,MN,M,Obstetrics/Gynecology
23957,PR,M,Pediatric Medicine
23958,CA,M,Internal Medicine
